squirrel_id,grid,locx,locy,year,sex,survived,survived2,survived3,all_litters_fit,mast,social_survival,social_survival2,social_survival3,social_repro,age,std_soc_repro,std_soc_surv,std_soc_surv2,std_soc_surv3
3423,SU,19.3,1.1,1995,F,1,0,0.5,1,n,5.400197628,-1.831027668,1.78458498,5.4743083,2,-0.031901006,-0.791509347,0.987241982,-0.27629778
3443,SU,5.2,11.6,1995,M,1,0,0.5,,n,7.070158103,-4.273715415,1.398221344,6.625494071,2,0.63572783,0.114618978,-1.468873843,-0.724007818
3444,SU,15.9,3,1995,M,0,-1,-0.5,,n,7.64229249,-1.516798419,3.062747036,6.618577075,4,0.631716326,0.425061759,1.30319863,1.204809467
3466,SU,0.5,3,1995,M,1,0,0.5,,n,4.229249012,-3.984189723,0.122529644,3.137351779,5,-1.387216197,-1.426871515,-1.177756555,-2.202252469
3489,SU,11,1,1995,M,1,0,0.5,,n,5.923913043,-2.356719368,1.783596838,5.822134387,4,0.169820325,-0.507338925,0.458660421,-0.277442819
3498,SU,20.5,7.5,1995,M,1,0,0.5,,n,5.712450593,-1.153162055,2.279644269,3.326086957,2,-1.277759452,-0.622079435,1.668833996,0.297366488
3526,SU,7.2,5.5,1995,F,1,0,0.5,1,n,8.349802372,-3.31916996,2.515316206,6.404150198,1,0.507359711,0.808959913,-0.509081008,0.57045816
3557,SU,15,11,1995,M,1,0,0.5,,n,6.709486166,-2.273715415,2.217885375,4.717391304,4,-0.470874129,-0.081083294,0.542120668,0.225801584
3709,SU,13.1,2,1995,F,1,0,0.5,1,n,6.554347826,-2.595849802,1.979249012,5.588932806,2,0.034575342,-0.165262079,0.218215425,-0.050725204
3820,SU,17.8,0,1995,F,1,0,0.5,3,n,4.713438735,-1.756916996,1.47826087,3.927865613,2,-0.928758627,-1.164147918,1.06176006,-0.631259703
4254,SU,7.5,16,1995,F,1,0,0.5,3,n,4.203557312,-2.794466403,0.704545455,3.299407115,2,-1.293232395,-1.440811951,0.018506978,-1.527824816
4272,SU,1.5,6.6,1995,F,1,0,0.5,2,n,7.361660079,-3.960474308,1.700592885,4.057312253,2,-0.8536862,0.272789306,-1.15391077,-0.373626049
4302,SU,7,9.3,1995,M,1,0,0.5,,n,8.619565217,-4.023715415,2.297924901,7.881422925,3,1.364102294,0.955334488,-1.217499529,0.318549699
4312,SU,3.4,4,1995,F,1,0,0.5,0,n,7.17687747,-4.079051383,1.548913043,5.562252964,2,0.019102399,0.172525403,-1.273139694,-0.549389453
4316,SU,4,7.7,1995,F,1,0,0.5,1,n,8.796442688,-4.545454545,2.125494071,7.179841897,1,0.957221201,1.051309027,-1.742106793,0.118740488
4325,SU,4,8.8,1995,F,1,0,0.5,1,n,8.438735178,-4.718379447,1.860177866,7.602766798,1,1.202496001,0.857215267,-1.915982306,-0.188702338
4344,SU,0.7,6,1995,M,1,0,0.5,,n,6.207509881,-4.115612648,1.045948617,5.318181818,3,-0.122446376,-0.353457961,-1.309901945,-1.132214029
4348,SU,17,8.9,1995,M,1,0,0.5,,n,7.529644269,-1.79743083,2.866106719,4.552371542,3,-0.566577147,0.36393831,1.021023511,0.976946813
4361,SU,10.7,10.9,1995,M,1,0,0.5,,n,8.592885375,-3.948616601,2.322134387,8.673913043,1,1.823706008,0.940857882,-1.141987878,0.346603142
4370,SU,2.4,12.8,1995,F,1,0,0.5,3,n,5.079051383,-3.066205534,1.006422925,3.699604743,2,-1.06113825,-0.965764794,-0.254725971,-1.178015567
4371,SU,3.2,15.7,1995,M,1,0,0.5,,n,4.199604743,-2.398221344,0.9006917,4.703557312,2,-0.478897136,-1.442956633,0.416930298,-1.300534682
4399,SU,20.1,3,1995,M,1,0,0.5,,n,5.890316206,-1.360671937,2.264822134,5.574110672,2,0.025979262,-0.525568726,1.460183379,0.280190911
4452,SU,9.3,3.8,1995,M,1,0,0.5,,n,7.942687747,-2.903162055,2.519762846,7.615612648,2,1.209945936,0.588057623,-0.090786201,0.575610833
4541,SU,2.3,9.5,1995,M,1,0,0.5,,n,6.925889328,-4.005928854,1.459980237,6.384387352,3,0.495898271,0.036338069,-1.199615191,-0.652442914
4568,SU,17.1,10.8,1995,M,1,0,0.5,,n,6.022727273,-1.849802372,2.086462451,3.633399209,2,-1.099534072,-0.453721865,0.96836407,0.073511469
4594,SU,7,2.8,1995,M,1,0,0.5,,n,7.035573123,-3.559288538,1.738142292,6.556324111,2,0.595612793,0.095853006,-0.750519579,-0.330114588
4603,SU,5.1,3.4,1995,F,1,0,0.5,2,n,7.219367589,-3.871541502,1.673913043,4.43972332,1,-0.63190735,0.195580739,-1.064489077,-0.404542088
4606,SU,3.5,5.2,1995,M,1,0,0.5,,n,8.015810277,-4.283596838,1.866106719,6.099802372,2,0.330853546,0.627734248,-1.478809587,-0.181832107
4615,SU,17.3,7,1995,M,1,0,0.5,,n,7.986166008,-1.710474308,3.13784585,5.301383399,2,-0.132188599,0.61164913,1.108458055,1.29183239
4642,SU,7.2,11.2,1995,F,1,0,0.5,0,n,8.21541502,-3.894268775,2.160573123,6.96541502,2,0.832864585,0.73604071,-1.087341288,0.159389354
4910,SU,16.3,5,1995,M,1,0,0.5,,n,8.098814229,-2.099802372,2.999505929,7.174901186,3,0.954355841,0.672772579,0.716989756,1.131527005
4912,SU,10,6.8,1995,M,1,0,0.5,,n,8.503952569,-3.140316206,2.681818182,7.639328063,2,1.223699663,0.892602527,-0.329244049,0.763397141
5250,SU,13.9,7.5,1995,M,1,0,0.5,,n,9.408102767,-2.389328063,3.509387352,8.855731225,2,1.929151249,1.383198632,0.425872467,1.72236685
2489,SU,0,0,1995,F,0,-1,-0.5,0,n,2.842885375,-2.546442688,0.148221344,1.883399209,2,-2.114444517,-2.179118875,0.267894144,-2.172481469
2566,SU,-0.5,5.5,1995,F,0,-1,-0.5,0,n,5.41798419,-2.649209486,1.384387352,3.652173913,2,-1.088645704,-0.781858276,0.16456241,-0.740038356
2710,SU,-2,18.5,1995,F,0,-1,-0.5,2,n,1.901185771,-1.09486166,0.403162055,1.477272727,2,-2.349977093,-2.690089463,1.727454883,-1.877061546
4439,SU,15,6,1995,F,1,0,0.5,2,n,9.175889328,-2.171936759,3.501976285,6.770750988,2,0.719969409,1.257198539,0.644458827,1.713779062
2937,KL,7,3.5,1996,M,0,-1,-0.5,,n,11.23715415,-1.5,4.868577075,3.252964427,5,0.563014883,0.509568644,0.616395606,0.737760762
3030,KL,12,11,1996,M,0,-1,-0.5,,n,7.503952569,-0.711462451,3.396245059,1.944664032,1,-0.648563368,-0.72037882,1.79417892,-0.371002175
3074,KL,13.5,0.5,1996,M,0,-1,-0.5,,n,6.958498024,-0.527667984,3.21541502,1.399209486,1,-1.15369267,-0.900085278,2.068699843,-0.507179099
3103,KL,3,13,1996,F,0,-1,-0.5,0,n,10.64525692,-1.258893281,4.693181818,3.315217391,1,0.62066551,0.314561092,0.976519827,0.605676587
3116,KL,0,6.9,1996,F,0,-1,-0.5,0,n,13.48814229,-2.741106719,5.373517787,3.524703557,3,0.814664445,1.25118334,-1.237358583,1.11801436
3212,KL,7.1,10.5,1996,F,0,-1,-0.5,0,n,11.68675889,-1.248023715,5.219367589,3.499011858,3,0.790872123,0.65769625,0.992754936,1.001929113
3222,KL,6,0.9,1996,F,0,-1,-0.5,0,n,9.843873518,-1.383399209,4.230237154,2.067193676,1,-0.535092293,0.050535842,0.790554041,0.257048777
3259,KL,2.7,7.2,1996,F,1,0,0.5,0,n,15.10671937,-2.339920949,6.383399209,4.58201581,3,1.793810011,1.784442722,-0.638135493,1.878521556
3305,KL,5,1.3,1996,M,1,0,0.5,,n,8.85770751,-2.480237154,3.188735178,2.305335968,3,-0.314555769,-0.274368226,-0.847715983,-0.527270777
3405,KL,0,14,1996,F,1,0,0.5,0,n,7.348814229,-1.7243083,2.812252964,2.055335968,3,-0.546073365,-0.771490983,0.281362007,-0.810786669
3441,KL,9.2,4.9,1996,F,1,0,0.5,0,n,10.43873518,-1.651185771,4.393774704,4.369565217,1,1.597065808,0.24652006,0.390580008,0.380203318
3482,KL,4,7,1996,M,1,0,0.5,,n,14.20652174,-2.103754941,6.051383399,4.579051383,4,1.791064743,1.487861955,-0.285390866,1.628491793
3496,KL,10.2,9,1996,M,1,0,0.5,,n,9.643280632,-1.561264822,4.041007905,2.948616601,4,0.281167375,-0.015551859,0.524888632,0.114546695
3507,KL,11.5,10,1996,M,1,0,0.5,,n,7.875494071,-1.785573123,3.044960474,2.253952569,5,-0.362140413,-0.597970073,0.189855032,-0.635542594
3521,KL,4.5,5.6,1996,M,1,0,0.5,,n,12.85474308,-2.131422925,5.361660079,4.503952569,5,1.721517955,1.042502471,-0.326716597,1.109084726
3525,KL,2.3,13.7,1996,F,1,0,0.5,1,n,8.477272727,-2.185770751,3.145750988,2.001976285,5,-0.595488188,-0.399706969,-0.407892138,-0.559640701
3616,KL,17,2,1996,F,1,0,0.5,0,n,4.446640316,-0.593873518,1.926383399,1.22826087,2,-1.312003121,-1.727646542,1.969813274,-1.477904771
3618,KL,1.5,7,1996,F,1,0,0.5,1,n,14.94268775,-2.898221344,6.022233202,3.391304348,5,0.691127387,1.730400563,-1.472029694,1.606539775
3647,KL,8.8,10.9,1996,M,1,0,0.5,,n,9.881422925,-1.869565217,4.005928854,2.923913043,4,0.258290142,0.062906939,0.064401922,0.08812986
3674,KL,6,6.5,1996,F,1,0,0.5,3,n,12.12450593,-1.963438735,5.080533597,2.517786561,2,-0.117811566,0.801917194,-0.075810377,0.897377977
3700,KL,2,9.5,1996,F,1,0,0.5,2,n,13.83498024,-2.280632411,5.777173913,2.531620553,3,-0.105000316,1.365453208,-0.549580357,1.421993997
3749,KL,7.3,1.5,1996,M,1,0,0.5,,n,9.615612648,-2.305335968,3.65513834,2.277667984,2,-0.340178269,-0.024667404,-0.58647833,-0.176038491
3750,KL,11.5,0.5,1996,F,1,0,0.5,0,n,7.902173913,-1.368577075,3.266798419,1.608695652,4,-0.959693735,-0.589180083,0.812692825,-0.468484017
3783,KL,-0.2,15,1996,F,1,0,0.5,0,n,6.169960474,-1.441699605,2.364130435,1.731225296,3,-0.84622266,-1.159878311,0.703474824,-1.148252435
3811,KL,2.5,0,1996,F,1,0,0.5,1,n,7.184782609,-1.833992095,2.675395257,1.315217391,3,-1.231475261,-0.825533143,0.117535004,-0.913849532
3927,KL,1.1,10.5,1996,F,1,0,0.5,0,n,11.81521739,-2.249011858,4.783102767,3.856719368,1,1.122134454,0.700018423,-0.502350951,0.673392981
4108,KL,5,3.5,1996,F,1,0,0.5,0,n,10.6916996,-2.333003953,4.179347826,3.174901186,5,0.490722828,0.329862185,-0.627804061,0.218725763
4187,KL,8,15,1996,F,1,0,0.5,1,n,5.966403162,-1.024703557,2.470849802,1.880434783,1,-0.708044174,-1.226942678,1.326312616,-1.067885725
4227,KL,2,8.5,1996,F,1,0,0.5,0,n,14.61758893,-2.418972332,6.0993083,5.002964427,1,2.183638059,1.623292909,-0.756209008,1.664582398
4245,KL,6,15,1996,F,1,0,0.5,1,n,7.088932806,-1.186758893,2.951086957,2.090909091,4,-0.51313015,-0.857111995,1.08426191,-0.706235533
4273,KL,16.1,0.5,1996,F,1,0,0.5,0,n,4.598814229,-0.778656126,1.910079051,1.09486166,1,-1.435540178,-1.677511044,1.693816432,-1.490183018
4296,KL,9.5,1,1996,M,1,0,0.5,,n,9.727272727,-1.470355731,4.128458498,1.935770751,1,-0.656799172,0.012120331,0.660673174,0.180402749
4309,KL,15,5,1996,F,1,0,0.5,2,n,5.311264822,-0.785573123,2.26284585,1.127470356,4,-1.405342231,-1.442785761,1.683485,-1.224526395
4347,KL,1.3,3.5,1996,M,1,0,0.5,,n,11.03952569,-2.623517787,4.208003953,2.755928854,3,0.102724959,0.444457608,-1.061724229,0.240305713
4428,KL,5,14.6,1996,F,1,0,0.5,0,n,7.677865613,-1.436758893,3.12055336,3.104743083,3,0.425751486,-0.663081109,0.710854418,-0.578616174
4429,KL,0.5,6.7,1996,F,1,0,0.5,0,n,13.58794466,-3.456521739,5.065711462,4.031620553,1,1.284105263,1.284064413,-2.305923896,0.886215934
4430,KL,0.1,1,1996,F,1,0,0.5,0,n,7.950592885,-2.602766798,2.673913043,1.791501976,1,-0.790402212,-0.573227879,-1.030729931,-0.914965736
4465,KL,1,5.5,1996,F,1,0,0.5,1,n,13.97035573,-2.912055336,5.529150198,2.830039526,3,0.171356657,1.410054267,-1.49269256,1.235215811
4467,KL,7.8,9,1996,F,1,0,0.5,1,n,10.88833992,-1.990118577,4.449110672,3.137351779,1,0.455949434,0.394647666,-0.115660188,0.421874946
4486,KL,5,9.5,1996,F,1,0,0.5,0,n,12.71343874,-2.063241107,5.325098814,4.013833992,3,1.267633655,0.99594808,-0.22487819,1.081551686
4558,KL,2.4,5.5,1996,M,1,0,0.5,,n,13.89920949,-2.418972332,5.740118577,4.031620553,3,1.284105263,1.386614294,-0.756209008,1.39408889
4569,KL,10,5,1996,F,1,0,0.5,2,n,10.08399209,-1.467391304,4.308300395,2.163043478,3,-0.44632863,0.129645751,0.665100931,0.315835537
4573,KL,2.7,7,1996,F,1,0,0.5,0,n,15.03656126,-2.340909091,6.347826087,4.520750988,1,1.737074473,1.761328305,-0.639611412,1.851732652
4608,KL,1.5,9,1996,F,1,0,0.5,0,n,13.75494071,-2.454545455,5.650197628,4.637351779,1,1.845055012,1.339083238,-0.80934209,1.326372496
4686,KL,9.1,2.6,1996,M,1,0,0.5,,n,10.47233202,-1.730237154,4.371047431,2.714426877,4,0.064291207,0.257588936,0.272506493,0.363088186
4704,KL,0,4.7,1996,F,1,0,0.5,0,n,12.39920949,-2.876482213,4.761363636,2.983201581,3,0.313195501,0.892421534,-1.439559478,0.657021984
4705,KL,0.3,5.7,1996,F,1,0,0.5,0,n,13.4041502,-3.292490119,5.05583004,3.570158103,1,0.856758553,1.22351115,-2.060921351,0.878774572
4712,KL,0.4,12,1996,M,1,0,0.5,,n,9.359683794,-2.100790514,3.62944664,2.735177866,1,0.083508083,-0.108986195,-0.28096311,-0.195386032
4713,KL,10.1,11,1996,F,1,0,0.5,0,n,8.808300395,-1.705533597,3.551383399,2.484189723,1,-0.148924603,-0.290645985,0.309404466,-0.254172792
4722,KL,8.1,11.1,1996,F,1,0,0.5,0,n,9.936758893,-2.06027668,3.938241107,3.062252964,1,0.386402646,0.081138029,-0.220450433,0.03715653
4735,KL,10,2,1996,F,1,0,0.5,0,n,10.3201581,-1.464426877,4.427865613,2.35770751,1,-0.266056035,0.207453438,0.669528688,0.405876017
4774,KL,12.5,0.9,1996,F,1,0,0.5,0,n,7.193675889,-1.617588933,2.788043478,1.633399209,1,-0.936816502,-0.822603146,0.440761252,-0.829018005
4816,KL,4.9,10.9,1996,M,1,0,0.5,,n,11.39130435,-2.098814229,4.646245059,3.492094862,3,0.784466497,0.560355252,-0.278011272,0.570330117
4892,KL,12,8,1996,M,1,0,0.5,,n,7.842885375,-1.259881423,3.291501976,2.53458498,3,-0.102255048,-0.608713394,0.975043909,-0.449880612
4906,KL,7.7,0,1996,F,1,0,0.5,0,n,8.166007905,-1.748023715,3.208992095,1.738142292,1,-0.839817035,-0.502256851,0.245939952,-0.512015985
4996,KL,5.4,8.5,1996,F,1,0,0.5,0,n,12.81521739,-2.02173913,5.39673913,4.475296443,1,1.694980365,1.029480264,-0.162889594,1.135501561
5020,KL,10,1,1996,F,1,0,0.5,0,n,9.601778656,-1.393280632,4.104249012,1.903162055,3,-0.686997119,-0.029225176,0.775794852,0.162171412
5241,KL,15.5,2,1996,M,1,0,0.5,,n,5.559288538,-0.875494071,2.341897233,1.598814229,3,-0.968844628,-1.361071411,1.549176376,-1.164995499
5317,KL,2.6,10.5,1996,M,1,0,0.5,,n,12.71837945,-2.16798419,5.275197628,4.243083004,1,1.479934376,0.997575856,-0.381325598,1.043972808
5501,KL,10.3,6.5,1996,M,1,0,0.5,,n,9.641304348,-1.394268775,4.123517787,3.826086957,1,1.093766686,-0.016202969,0.774318933,0.176682068
6230,KL,3.2,12,1996,F,1,0,0.5,0,n,10.69664032,-2.386363636,4.15513834,3.385375494,2,0.685636852,0.331489961,-0.707503683,0.200494426
2791,KL,0.5,2,1996,F,0,-1,-0.5,0,n,10.1541502,-1.750988142,4.201581028,2.092885375,3,-0.511299971,0.152760168,0.241512195,0.235468828
2900,KL,-3,8,1996,F,0,-1,-0.5,0,n,7.7243083,-2.16798419,2.778162055,1.824110672,1,-0.760204265,-0.647780015,-0.381325598,-0.836459367
2918,KL,-6,12.4,1996,F,0,-1,-0.5,0,n,3.631422925,-1.204545455,1.213438735,1.187747036,2,-1.349521783,-1.996229564,1.057695369,-2.014799039
3042,KL,-3,2,1996,F,0,-1,-0.5,0,n,6.301383399,-1.741106719,2.28013834,1.226284585,1,-1.3138333,-1.116579472,0.256271385,-1.211504012
3053,KL,-3,12.5,1996,F,0,-1,-0.5,0,n,5.666007905,-1.519762846,2.07312253,1.48715415,1,-1.072249721,-1.325911452,0.586877227,-1.367400546
3117,KL,-5,0,1996,F,0,-1,-0.5,0,n,3.418972332,-1.198616601,1.110177866,0.705533597,2,-1.796085368,-2.066223927,1.066550883,-2.092561272
3215,KL,-1,7,1996,F,0,-1,-0.5,0,n,11.46047431,-2.864624506,4.297924901,2.691699605,3,0.043244153,0.583144114,-1.42184845,0.308022107
3524,KL,-8.5,11,1996,F,1,0,0.5,1,n,2.159090909,-1.229249012,0.464920949,0.477272727,2,-2.007471,-2.48130678,1.020797396,-2.57848221
3720,KL,-1.5,8.5,1996,F,1,0,0.5,0,n,8.843873518,-3.346837945,2.748517787,2.385375494,3,-0.240433534,-0.278925998,-2.142096893,-0.858783453
4154,KL,-1,3,1996,F,1,0,0.5,0,n,9.09486166,-2.799407115,3.147727273,1.928853755,1,-0.663204797,-0.196234983,-1.3244378,-0.558152429
4453,KL,-1,4.5,1996,F,1,0,0.5,0,n,10.73913043,-2.845849802,3.946640316,2.304347826,1,-0.315470858,0.345488834,-1.393805991,0.043481688
4472,KL,-2.5,5.1,1996,F,1,0,0.5,0,n,8.068181818,-2.756916996,2.655632411,1.807312253,3,-0.775760783,-0.534486813,-1.260973286,-0.928732256
4870,KL,0,0,1996,F,1,0,0.5,0,n,6.811264822,-2.015810277,2.397727273,1.564229249,1,-1.000872754,-0.948593,-0.154034081,-1.122951804
2788,SU,20.1,6,1996,M,0,-1,-0.5,,n,7.903162055,-1.566205534,3.168478261,2.567193676,4,1.514490258,-0.828421285,0.491088253,-0.693721035
2858,SU,19,4,1996,F,0,-1,-0.5,1,n,10.05237154,-2.068181818,3.992094862,2.352766798,1,1.263205332,-0.073786511,-0.357426728,-0.141369927
2878,SU,2.5,15,1996,M,0,-1,-0.5,,n,7.075098814,-1.359683794,2.85770751,0.340909091,1,-1.094472587,-1.119172522,0.840182015,-0.902136661
2906,SU,18.5,2,1996,M,0,-1,-0.5,,n,9.356719368,-2.258893281,3.548913043,2.183794466,3,1.065188179,-0.318045307,-0.679795609,-0.438585851
2950,SU,5.3,1.5,1996,M,0,-1,-0.5,,n,10.33102767,-1.670948617,4.330039526,0.770750988,1,-0.590744741,0.02405579,0.314035914,0.08526964
2966,SU,5.3,6.2,1996,M,0,-1,-0.5,,n,13.76086957,-1.39229249,6.184288538,0.729249012,3,-0.639380533,1.228348801,0.785061947,1.328805158
2982,SU,17.3,7,1996,M,0,-1,-0.5,,n,11.10869565,-1.467391304,4.820652174,2.240118577,3,1.131193897,0.297112143,0.658118761,0.414294625
3133,SU,4.4,17.1,1996,M,0,-1,-0.5,,n,6.019762846,-1.851778656,2.083992095,0.372529644,1,-1.057416745,-1.489724217,0.008370084,-1.421021985
3159,SU,0.6,1.3,1996,F,0,-1,-0.5,0,n,7.198616601,-3.003952569,2.097332016,0.961462451,4,-0.367251696,-1.075802707,-1.93920564,-1.412075686
3160,SU,3.9,18.1,1996,F,0,-1,-0.5,0,n,4.908102767,-1.838932806,1.53458498,0.281620553,5,-1.16395229,-1.880052548,0.03008405,-1.789476953
3161,SU,1.2,19,1996,M,0,-1,-0.5,,n,4.071146245,-1.119565217,1.475790514,0.156126482,5,-1.311017661,-2.173926412,1.246066149,-1.828906936
3168,SU,11,4,1996,F,0,-1,-0.5,0,n,13.51383399,-1.285573123,6.114130435,1.507905138,5,0.273119566,1.141609172,0.965454896,1.281754253
3211,SU,2,1.5,1996,F,0,-1,-0.5,1,n,9.14229249,-2.56027668,3.291007905,0.217391304,1,-1.239221968,-0.393335305,-1.189238659,-0.611547625
3230,SU,18,1,1996,M,0,-1,-0.5,,n,8.68083004,-1.975296443,3.352766798,1.695652174,1,0.493138625,-0.555364932,-0.200418051,-0.570129576
3244,SU,2.4,4.7,1996,F,1,0,0.5,0,n,12.256917,-2.111660079,5.072628458,0.67687747,1,-0.70075427,0.700277939,-0.430920152,0.583280267
3245,SU,12,10.5,1996,F,1,0,0.5,1,n,11.91106719,-1.135375494,5.38784585,0.993083004,3,-0.330195855,0.578842458,1.219341268,0.794677991
3247,SU,11,15,1996,M,1,0,0.5,,n,7.17687747,-0.842885375,3.166996047,1.017786561,1,-0.301245979,-1.083435794,1.713751572,-0.694715069
3334,SU,8.6,14,1996,F,1,0,0.5,1,n,9.85770751,-1.110671937,4.373517787,0.524703557,3,-0.879085508,-0.142137339,1.261098895,0.114427946
3335,SU,14.5,4.6,1996,F,1,0,0.5,2,n,13.86956522,-1.875494071,5.997035573,1.716403162,3,0.517456521,1.266514238,-0.031717238,1.203225632
3388,SU,8.5,10.5,1996,M,1,0,0.5,,n,12.81916996,-1.290513834,5.764328063,1.190711462,3,-0.098596845,0.897697335,0.95710337,1.047162421
3420,SU,19.3,1.1,1996,F,1,0,0.5,0,n,6.585968379,-2.751976285,1.916996047,1.736166008,3,0.540616422,-1.290916987,-1.513277845,-1.53301639
3423,SU,18,3,1996,F,1,0,0.5,0,n,9.62055336,-3.253952569,3.183300395,2.697628458,3,1.667345604,-0.225407383,-2.361792826,-0.683780704
3466,SU,0.5,3,1996,M,1,0,0.5,,n,7.802371542,-2.705533597,2.548418972,0.742094862,6,-0.624326597,-0.863811053,-1.434773506,-1.109558252
3489,SU,11,1.7,1996,M,1,0,0.5,,n,10.85177866,-1.733201581,4.559288538,1.187747036,5,-0.10207083,0.206902929,0.208806694,0.239013439
3491,SU,8.5,12,1996,F,1,0,0.5,0,n,11.65118577,-1.191699605,5.229743083,1.315217391,1,0.047310531,0.487592369,1.124133879,0.688647785
3498,SU,20.5,7.5,1996,M,1,0,0.5,,n,5.931818182,-1.893280632,2.019268775,1.672924901,3,0.466504739,-1.520603525,-0.061782729,-1.4644281
3500,SU,3.4,4,1996,M,1,0,0.5,,n,12.29249012,-2.37055336,4.960968379,0.774703557,2,-0.586112761,0.712768446,-0.868540083,0.508396433
3501,SU,9.3,2.3,1996,M,1,0,0.5,,n,11.08399209,-1.853754941,4.615118577,0.990118577,2,-0.33366984,0.28843818,0.005029474,0.276455356
3522,SU,7.5,16,1996,F,1,0,0.5,0,n,7.910079051,-1.304347826,3.302865613,0.838932806,1,-0.510843082,-0.825992575,0.933719099,-0.60359536
3526,SU,5.4,4.5,1996,F,1,0,0.5,0,n,12.66996047,-2.374505929,5.147727273,0.760869565,2,-0.602324691,0.845306599,-0.875221304,0.633644615
3557,SU,15,11,1996,M,1,0,0.5,,n,9.093873518,-1.055335968,4.019268775,1.399209486,5,0.14574011,-0.410336272,1.35463598,-0.123145986
3598,SU,14.9,2.2,1996,M,1,0,0.5,,n,10.56818182,-1.884387352,4.341897233,2.132411067,1,1.004972436,0.107325834,-0.046749983,0.093221905
3604,SU,6.5,1.2,1996,F,1,0,0.5,0,n,8.758893281,-2.34486166,3.20701581,0.739130435,1,-0.627800582,-0.527955209,-0.825112151,-0.667876173
3609,SU,3.7,6.4,1996,M,1,0,0.5,,n,12.96442688,-2.106719368,5.428853755,0.622529644,2,-0.764443998,0.948700237,-0.422568627,0.822179576
3660,SU,2,11.9,1996,F,1,0,0.5,0,n,9.477272727,-1.424901186,4.026185771,0.382411067,1,-1.045836795,-0.275716368,0.729941879,-0.118507164
3703,SU,11.9,10,1996,F,1,0,0.5,0,n,12.41699605,-1.185770751,5.615612648,2.026679842,1,0.881066966,0.756485219,1.134155709,0.947427758
3709,SU,13.1,2,1996,F,1,0,0.5,0,n,10.80928854,-1.746047431,4.531620553,1.735177866,3,0.539458427,0.191983712,0.187092728,0.220458153
3717,SU,0.5,10.3,1996,F,1,0,0.5,0,n,8.542490119,-1.184782609,3.678853755,0.321146245,2,-1.117632488,-0.603939125,1.135826014,-0.351442274
3718,SU,2.6,10.7,1996,M,1,0,0.5,,n,11.30928854,-1.37944664,4.964920949,0.458498024,1,-0.956671176,0.367544722,0.806775913,0.511047188
3721,SU,1.5,6.6,1996,F,1,0,0.5,0,n,11.51284585,-1.591897233,4.960474308,0.491106719,1,-0.91845734,0.439018176,0.447660321,0.508065089
3820,SU,15,8.9,1996,F,1,0,0.5,0,n,12.16699605,-1.459486166,5.353754941,1.842885375,3,0.665679887,0.668704714,0.671481202,0.771815228
4078,SU,4.9,3,1996,F,1,0,0.5,0,n,11.493083,-2.583003953,4.455039526,0.788537549,1,-0.56990083,0.432079006,-1.227655676,0.169099772
4091,SU,7.5,14.5,1996,F,1,0,0.5,0,n,9.827075099,-1.266798419,4.28013834,1.280632411,1,0.006780704,-0.152893053,0.997190692,0.051803856
4235,SU,4,8.8,1996,F,1,0,0.5,0,n,13.16106719,-1.602766798,5.779150198,0.596837945,1,-0.794551869,1.017744982,0.429286965,1.057102753
4244,SU,10.4,2.6,1996,F,1,0,0.5,0,n,12.05434783,-2.059288538,4.997529644,1.200592885,1,-0.087016895,0.629151443,-0.342393983,0.532915918
4254,SU,6.3,16,1996,F,1,0,0.5,0,n,7.731225296,-1.698616601,3.016304348,0.675889328,3,-0.701912265,-0.888792067,0.267267372,-0.795775109
4272,SU,1.4,4.7,1996,F,1,0,0.5,0,n,10.89229249,-1.999011858,4.446640316,0.619565217,3,-0.767917983,0.221128228,-0.240505373,0.163466917
4302,SU,7,9.3,1996,M,1,0,0.5,,n,13.33201581,-1.482213439,5.924901186,0.918972332,4,-0.417045483,1.077768805,0.633064185,1.15484935
4312,SU,2.5,1.2,1996,F,1,0,0.5,0,n,7.042490119,-3.410079051,1.816205534,1.240118577,3,-0.040697093,-1.130622153,-2.625701029,-1.600610647
4312,SU,2.5,1.2,1996,F,1,0,0.5,0,n,7.042490119,-3.410079051,1.816205534,1.240118577,3,-0.040697093,-1.130622153,-2.625701029,-1.600610647
4316,SU,5,9,1996,F,1,0,0.5,0,n,13.01581028,-1.619565217,5.69812253,0.683794466,2,-0.692648305,0.96674208,0.400891778,1.002762272
4325,SU,3.1,9.4,1996,F,1,0,0.5,0,n,12.70750988,-1.441699605,5.632905138,0.523715415,2,-0.880243503,0.858491023,0.701546693,0.959024812
4344,SU,0.7,6,1996,M,1,0,0.5,,n,10.15019763,-1.589920949,4.28013834,0.467391304,4,-0.946249221,-0.039437618,0.451000931,0.051803856
4361,SU,11.3,11.8,1996,M,1,0,0.5,,n,10.71245059,-1.042490119,4.834980237,1.720355731,2,0.522088501,0.157981778,1.376349946,0.423903612
4370,SU,2.8,12.9,1996,F,1,0,0.5,0,n,8.799407115,-1.670948617,3.564229249,0.420948617,3,-1.000674988,-0.51372991,0.314035914,-0.428314174
4382,SU,0,17,1996,M,1,0,0.5,,n,4.592885375,-1.589920949,1.501482213,0.171936759,1,-1.29248974,-1.990732315,0.451000931,-1.811677027
4399,SU,20.1,3,1996,M,1,0,0.5,,n,7.252964427,-2.686758893,2.283102767,3.154150198,3,2.202339317,-1.056719989,-1.403037709,-1.287490193
