"","squirrel_id","year","std_soc_surv","std_soc_surv2"
"1",460,1989,0.288451235656439,-1.08201758140055
"2",567,1989,1.37613581037224,0.271148818753695
"3",583,1989,0.288451235656439,-1.08201758140055
"4",584,1989,0.273164857849623,-0.408625811512472
"5",695,1989,0.544792032724595,1.31953363585433
"6",697,1989,-0.506440410298025,0.871137694293787
"7",699,1989,-0.890951605900259,1.29240647924747
"8",701,1989,-0.602862178002561,0.772203358433452
"9",712,1989,-0.587575800195744,1.54931660946543
"10",810,1989,-0.247747862798051,1.15038783583505
"11",848,1989,-0.110170462536702,-0.0783127869465178
"12",874,1989,-1.6035319867411,0.0078558281576445
"13",875,1989,-1.54826585159337,-0.975104670067611
"14",880,1989,1.27383466658816,0.336573137629077
"15",881,1989,1.9875909226449,0.22327736591805
"16",981,1989,0.0332863138041923,0.928583437696561
"17",1072,1989,-0.901534482843439,-2.69688125705633
"18",1181,1989,-0.487626406843482,0.105194448923457
"19",1218,1989,-0.979142247093432,-0.381498654905606
"20",1219,1989,0.242592102235989,0.775394788622495
"21",1319,1989,1.05277012599727,0.216894505539964
"22",1321,1989,-0.117225713832156,-0.134162815254771
"23",1397,1989,1.73595362644038,-0.204374279413718
"24",1574,1989,-1.51534134554792,-0.483624420954984
"25",1890,1989,-0.271265367116231,-1.83359939092019
"26",1944,1989,1.27265879137225,-0.459688694537161
"27",494,1989,-0.370823013721388,1.27287219900365
"28",546,1989,-1.10405470474688,-0.351303102182483
"29",613,1989,-1.10405470474688,-0.351303102182483
"30",687,1989,0.734638193007264,0.555828880850366
"31",688,1989,1.03432181701886,0.563047437744527
"32",692,1989,0.0558159207504511,1.42686807941241
"33",709,1989,1.90487251731767,0.861414456036498
"34",715,1989,0.438409135266695,-1.29212168405475
"35",783,1989,0.63445577114748,-0.255055676927008
"36",835,1989,1.31327804340429,-0.969692809448907
"37",849,1989,1.31327804340429,-0.969692809448907
"38",852,1989,0.289862785612533,0.750729916992702
"39",872,1989,0.11195262265464,-0.685762904945257
"40",879,1989,0.560182596320399,0.245430934401461
"41",899,1989,-0.277549724403658,-0.440331970543796
"42",1148,1989,-1.51082988316031,-0.384989701021899
"43",1195,1989,-0.191185567627982,0.755542288255476
"44",1266,1989,-0.648915598539064,1.20309281569343
"45",1271,1989,-0.813871137980606,1.10203301917518
"46",1278,1989,-1.97805997131672,-2.78636296114599
"47",1295,1989,0.987685172359994,0.601546407846717
"48",1299,1989,-1.93401425136112,1.63380004371168
"49",1304,1989,-1.01682690640344,-0.356115473445256
"50",1355,1989,0.63704669585075,-0.72185568941606
"51",1516,1989,0.657774093476912,0.748323731361315
"52",1517,1989,-1.0496452859782,0.409051557335768
"53",1519,1989,0.865911711306292,-1.08278353412409
"54",1689,1989,-0.204140191144333,0.772385587675184
"55",1693,1989,-0.405368676431658,0.057748455153285
"56",1935,1989,0.542909764965263,-1.29693405531752
"57",1937,1989,-0.578960631550767,-0.897507240507301
"58",2119,1989,0.678501491103075,0.878257755456206
"59",2295,1989,0.672456000128777,-0.726668060678833
"60",4850,1989,-1.55746652781918,1.02262889333942
"61",810,1990,-0.543189902169348,0.631505499785512
"62",847,1990,-1.59781049912766,0.580478356703536
"63",848,1990,0.824008156901144,-0.00633378873919656
"64",874,1990,-1.21299874955259,0.368519454670709
"65",875,1990,-0.905674690164982,2.28399990267107
"66",880,1990,1.25216047895396,-0.422401263099929
"67",881,1990,1.81296121980228,-0.600996263886848
"68",904,1990,0.854215222567447,-0.151564888280207
"69",981,1990,-0.576023669197937,0.572628026998616
"70",1072,1990,-1.2313856590886,1.36551132719548
"71",1181,1990,-0.459135458576157,0.04861851919524
"72",1200,1990,0.520624149556972,1.00047099591673
"73",1218,1990,-0.315980234331504,0.148710222932964
"74",1219,1990,-1.3850476887824,-1.71770566441165
"75",1220,1990,0.0635781125189973,-1.19958390388696
"76",1319,1990,0.424749549833488,-1.56462423516572
"77",1321,1990,-0.209598829158872,-0.640247912411446
"78",1397,1990,1.29418770075055,-1.10145478257547
"79",1574,1990,-1.05539666781535,-0.915009452083628
"80",1740,1990,0.520624149556972,1.00047099591673
"81",1890,1990,0.730760258539948,0.784586929031442
"82",1944,1990,1.19437304898364,-0.465578076476987
"83",715,1990,0.53818315568597,-1.20521201628098
